made,shot_x,shot_y,shooter_velocity_ft_sec,shooter_velocity_angle,dribbles_before,defender_distance,defender_angle,defender_velocity_ft_sec,defender_velocity_angle
0,23.181709,1.670079419,0,-176.3359042,0,5.593173329,48.911691,9.576775049,22.27337382
0,-0.959798209,-1.849537937,4.073145134,-102.6692846,0,1.858614351,-53.2851065,5.091681727,-52.34159212
0,0.604482674,8.66219749,2.098502383,59.99717654,3,6.014806362,-12.00528733,5.273435291,-170.5647654
1,22.07177696,1.116650679,6.474412605,7.118141451,0,5.367081525,13.59819095,10.7599883,28.94702813
1,-4.676137908,11.83047866,6.125766705,19.21694963,0,6.293324177,-22.20612865,2.018329876,67.63496845
0,-2.15848543,0.163410961,4.115649322,-107.8162007,1,5.391292248,-101.1978065,2.931563511,-17.87121953
0,-4.344694834,3.003958602,6.542668826,-12.42957249,2,1.152730912,-47.89880226,7.496786975,102.5971565
1,-1.242925766,2.751020579,2.799611037,-67.05024431,5,2.032951761,-14.41318449,8.726742925,161.5362748
0,11.46137765,21.31258127,1.408464687,31.26632388,0,3.857121306,9.799672649,5.37550057,-41.89597125
0,-7.857971677,21.98491611,2.837437544,-0.309812532,1,1.250735706,-53.90365977,9.622641458,82.63792262
0,-20.57379533,17.25910739,1.738958642,-2.080297771,0,6.427249463,45.92991824,8.298313412,-36.89092941
0,-12.29819228,12.80318463,1.184444331,58.84422166,5,2.660800314,25.59546722,3.872997858,33.77227583
0,-22.16112984,10.84830306,3.662075072,-124.2630291,0,14.58505981,6.650890778,3.604243907,41.71875784
0,1.024142667,21.16219099,0,40.96434999,0,5.688678636,15.82570992,4.944963963,21.23498835
0,-23.41309288,7.998312949,2.444070215,74.68947141,0,4.630655291,31.38510495,11.32876985,3.432160729
1,-1.680889023,1.088274557,8.13704237,-99.97810983,6,2.282081343,-64.21150154,9.254140811,14.68933226
0,-12.75696995,11.83721189,2.870383153,-22.61308901,1,5.349309357,-54.77112412,6.502024666,-60.87996349
0,-15.12573437,1.215250685,0.016858299,114.5252965,0,9.736793931,-6.399280706,4.135527849,39.9760563
1,-1.153324981,17.72947362,1.04517461,-110.3129698,1,1.808905138,-151.1243608,9.981431797,-37.94815855
0,4.532325899,-0.476506775,12,-88.70139272,3,3.425588194,-71.04585212,8.223987738,23.12380118
0,-6.031163327,42.21737788,11.05355702,-16.36495612,5,4.609500713,11.99153758,6.987184657,136.2826778
0,-22.6492802,64.96790176,7.729182727,7.60169202,0,15.91294344,-5.613304378,2.964270605,78.16511397
1,-6.904243426,-3.060349967,6.076182214,114.5921855,3,0.743931811,-12.84741112,6.70483992,-74.64691865
0,-5.280324921,3.857011061,10.09312113,30.62931643,10,1.641562421,17.96583561,8.911548392,-118.2375434
0,-15.5326975,26.09462873,1.188258664,-12.97512453,0,3.511005449,33.14985991,4.134043786,-18.49668211
0,22.43911609,0.166617552,0,-30.14516734,0,1.626853593,85.72989465,3.020658944,104.6551044
0,-0.22749874,26.65132495,0.98188498,119.2170359,0,5.177128127,-23.9531941,8.120933191,-26.56201498
0,-1.754088343,6.023517136,5.891651405,-57.76385548,9,3.367753167,-105.6452622,2.54057935,2.747750042
1,0.548597763,4.603388312,1.261914344,-97.04710947,1,3.338120241,29.16620686,6.139823809,-91.16593044
1,2.794720646,0.862130868,12,-47.32271026,17,2.47140789,-107.5371322,12,16.0857967
0,0.239879308,25.61104521,3.728751005,-0.463769335,0,7.342782198,6.234393975,12,21.05936395
1,-0.874286395,3.036868053,5.073877735,118.0646434,0,2.100508516,-111.569794,3.412623677,65.96188696
1,2.796683481,1.339473437,4.14321707,-25.65983468,0,4.678898471,-97.99220568,10.46385596,9.653920511
0,-9.324509364,23.43553595,2.252024751,51.21983818,3,1.598942353,134.3396749,1.758295525,148.547534
0,-23.22464008,1.798476565,0.714689806,-2.244168855,0,7.51497203,-15.35613675,11.69159052,20.33073581
0,11.37701328,15.82426716,2.03624586,-49.88347733,0,5.27862595,16.02193261,4.572837244,1.838209596
0,7.134703177,0.889543978,12,-45.15894241,1,4.757342756,-85.4500143,6.688347708,24.99652612
1,23.464509,4.22949947,0.557905272,-150.4589002,1,10.07409254,7.535094086,8.077844772,-11.92153664
1,3.052532329,3.507164887,2.387900685,67.85668473,8,0.222450657,48.18149107,2.538701082,-57.30394259
0,17.81028067,26.67623654,6.465335327,-21.37099276,1,4.542972407,-61.74999951,4.836942191,97.6835855
0,1.926555604,7.092761252,6.94751877,11.15423056,5,2.961126212,-135.1580282,12,47.70835134
1,-1.390820785,1.040031983,7.394328843,-54.60175273,0,3.898534112,168.4388957,7.338557567,-4.295624933
1,-3.66024675,26.46643678,3.203189967,4.992496105,0,4.578307462,-10.82000202,7.249348588,-28.23738062
0,-13.71614094,4.595285224,1.266342172,-160.2070388,3,4.961762075,-19.88471261,3.792112399,-11.27261747
0,9.337201037,19.97624385,0.550408493,-23.42460883,1,6.457996631,0.157781903,6.182113113,-31.03483904
1,-13.74955813,6.579130659,2.322618078,4.081197275,0,7.718320311,1.381004617,12,5.117744945
1,-0.940052415,2.764677387,2.343991724,-180,4,1.10013357,-35.97460619,3.037252003,-31.05409826
0,-15.44611831,7.707013382,3.110031904,-148.2549688,1,2.57778864,-5.158170082,8.215946982,-24.89147167
1,11.14584129,5.118432552,4.655243753,44.31932184,1,3.447856712,89.59234536,8.451114033,-43.81260609
0,-11.51513911,2.624183586,3.477286993,154.7937442,0,3.472670129,25.4728483,8.176531347,-22.05119916
0,-0.813037026,4.90654389,3.260075633,-1.760314827,8,1.557184163,94.55738376,2.561236671,-133.5394195
0,-7.009772764,31.03515885,4.992404832,0.946058228,1,6.488072459,8.397281931,4.705245609,9.552525801
1,1.451022538,0.751386536,5.525735544,11.06125906,3,1.45252939,45.81912253,6.749675474,-115.6814084
0,1.98997703,6.31093435,4.953622993,-82.31852826,0,2.356566203,-1.311884761,2.958357091,-10.45625414
0,-2.484681535,1.564352394,5.767162291,90.4234346,0,0.79285779,125.7239436,6.562960119,1.158633762
1,17.02901061,19.35513282,1.450589428,31.82133995,0,5.405746187,30.21224864,10.71014653,1.569666312
0,21.89610284,2.489589471,1.139788956,141.7773035,0,3.352062129,-6.580104925,1.59348531,4.692304945
1,0.593145595,0.47110985,10.72053011,-85.16649611,3,3.64710184,-135.5655516,4.37161941,-29.71114641
1,-5.980969123,-0.719220118,6.018583675,-25.08455481,3,1.74551339,-42.53610996,8.939634865,86.44189144
0,5.047268224,38.8655031,4.648936521,-9.364841243,3,5.034287985,-27.27849194,2.76710571,32.93192024
0,-9.518271002,22.30013059,0.761609048,47.33285376,0,8.69081932,11.28942693,5.767709216,-25.65698944
0,7.883707011,21.55968114,0.114945445,47.57752561,6,6.36577413,-8.573229024,6.387501136,0.347688279
0,13.79497171,13.20431369,0.182816322,-180,6,6.212702089,-4.993152957,5.868077853,6.08762121
1,-0.267443787,2.093671118,12,-5.468443681,3,6.173396755,-124.0444717,10.89564774,69.34332666
0,-16.58783059,17.64188848,1.666798793,-28.1589824,0,6.02259362,-52.7777635,11.17379607,30.51680707
0,-3.083644086,9.333237129,4.137868071,24.40529941,7,5.8799185,-119.298549,12,36.81424086
1,-7.635943002,26.42945545,2.855851986,26.21031917,7,4.868691395,-9.706792881,6.555241789,-72.13124188
1,-0.138542911,7.666099875,9.955661568,-37.6989331,8,2.5904761,-141.4349873,7.001394696,39.62737814
1,-7.93961291,7.233920331,5.232199781,144.5412164,2,4.302425063,21.11074405,3.365324631,-35.79919839
0,-22.11020779,2.504442199,0,53.44802334,1,8.269876881,15.46880769,12,-5.1986027
0,12.19128971,-0.571324116,1.85476774,-30.99747444,0,4.739841248,-2.212218125,8.039551958,5.742103285
1,22.45599141,3.431792632,0,-69.84324309,0,7.643751604,-31.02436821,9.562559617,-11.180502
1,-5.450193656,4.736139998,5.201222385,-79.91849963,0,3.089598084,-55.0454284,2.673179677,19.49339974
0,21.29645905,10.68327882,3.094513145,-96.18293494,7,5.988652711,-0.07738981,6.450897836,32.33155472
0,3.309293856,12.08169857,7.084858613,51.37010736,2,5.426661415,7.683106984,0.326737588,-106.1469878
1,3.701977932,1.489976617,1.654029359,-34.10444457,1,3.079717924,-17.67357529,1.478142403,-61.37820402
0,0.76292835,66.01761138,7.396728887,9.628848523,0,7.922729173,-128.412228,8.506266099,-179.6122652
1,22.41090122,-0.794856844,0.856548016,71.9696499,0,13.80830161,61.71454807,7.150318333,-55.79334378
1,-0.016191928,8.070625517,9.631355945,-32.74821705,10,2.326269213,-64.36420863,12,87.82867769
0,5.289120238,9.033225814,3.929203257,-78.76174426,4,2.055867501,-29.41420136,3.406422959,65.51617091
0,-2.713329505,0.166046337,8.692965685,50.92240809,3,2.973891085,-3.011583179,5.624733504,-37.3293568
1,20.04934099,34.36073944,10.06400008,-27.36667829,0,14.53212521,-47.05942933,2.575231724,106.4435477
0,-0.173755019,4.046313707,9.734409422,61.25352588,12,1.402332008,75.28033273,4.827663466,-43.57551976
1,-3.647316318,2.968861202,1.654177466,-28.84688043,0,0.298097506,-12.38918513,1.222536981,-2.996994881
0,2.101878357,23.04927137,2.320202234,58.14342677,0,4.518682755,11.52956843,0,-7.178238696
1,1.282228511,11.08160272,4.770252683,160.0875518,5,3.925417486,23.5083727,2.01127779,-14.98580819
0,-5.288842422,15.05035139,0.430597686,98.65296831,0,5.226621401,24.61292015,10.63892425,59.05009665
0,-3.482681504,4.092402909,11.19244661,4.868810272,1,2.846576076,14.03838191,4.246194093,-141.3031427
1,0.707997918,0.470497129,6.527200803,89.3448138,0,1.328933617,71.12202664,1.915239785,-72.43253187
1,-1.489955847,6.103308891,8.2191159,-11.33320326,0,0.452034225,68.14854733,5.871654388,-22.54674984
0,-6.322190256,22.55918635,0,-38.36641559,0,2.63016368,-2.127403931,9.628250936,-50.9545044
0,-1.332385724,56.42565142,7.227404499,8.097695886,2,2.522162774,12.54623339,2.419825041,-150.4241639
0,-2.169568177,-0.376203859,5.919053571,-11.90812317,0,2.810279994,-96.994375,4.953392459,66.23172784
1,2.161113838,3.459646337,8.305575274,4.292873719,1,1.918976335,170.0901968,5.436985944,16.08291783
0,3.330795555,19.53889493,0.696710966,-97.59686355,13,7.297439978,-0.016954309,6.209092665,75.5770089
0,0.968531101,18.50198445,1.432195348,-52.13448103,2,3.518523376,-30.5616466,5.231205108,34.08697167
0,2.238463018,6.091999197,1.845784442,172.3057782,0,2.786182189,1.130728256,0,-12.21285046
1,-7.903086596,13.64494996,3.283458551,-116.2536833,1,3.93568788,0.610702113,3.108854889,28.48978539
0,1.255842319,19.38353086,1.90632743,-37.98176853,12,2.858210999,6.994364849,2.296372869,7.14276025
0,16.23562192,19.26285317,1.950797078,150.2021341,2,4.495404848,62.4740037,9.706863821,-40.94504275
0,23.06543445,-0.119893805,2.135660067,13.14588374,0,3.334196558,7.294708332,6.809765489,25.74758175
0,-17.41000508,5.925228695,1.189114996,-38.87029552,1,4.080649612,-4.802609947,5.474994221,44.61362768
1,-0.728449884,9.359897236,11.20399212,-26.12336232,21,3.871460786,-1.169775006,2.867596364,106.1701602
1,-21.62442019,12.64920556,2.33098648,-163.7890709,0,5.026117323,8.757932446,8.32022196,20.52905406
1,-3.784738786,16.99744428,1.498843158,63.53303485,7,5.246689561,-11.5489257,0,14.42789906
1,-5.2742969,19.69598658,1.22368745,97.94446806,0,5.292086637,7.448317604,6.872225768,26.49631926
0,-19.91800697,14.47797552,3.195117151,170.4019355,13,3.9402088,9.552881948,7.160236855,-0.651342402
0,-1.681477141,4.828357705,5.110874815,123.97504,2,2.067150813,-4.878603397,7.413221418,75.08855395
1,6.923630174,20.35416753,2.831910497,89.56282181,2,4.980152316,16.72102598,9.41891217,-32.37530887
0,16.26895359,3.493626138,2.541438472,-54.22202221,0,3.024117781,-20.44568289,0.848200026,94.95563856
0,-14.7612158,1.120380816,1.694068307,75.23272321,0,4.820479264,-5.5424621,1.312183601,-14.52483295
0,-1.62614849,5.303987026,4.619559028,104.5711701,3,1.520423108,-134.7069949,4.307915515,-82.39685424
1,-22.49261214,-1.103232687,0.650460674,38.89105807,0,7.220441858,21.93941224,12,-24.22148913
0,-2.532226526,7.181016132,12,14.24547789,20,3.285788101,77.04092302,11.48273824,-60.83272843
0,-8.891242616,19.61187767,0.942630965,98.79701674,0,3.265227578,46.77680557,12,28.3378004
1,-13.84738445,15.87648361,0.891288232,140.898102,0,4.380397072,-24.19090104,8.873457002,9.114875599
0,-3.608812955,6.380863371,8.927628128,-35.97802898,1,2.645255076,98.26779822,6.932486418,-105.1851095
1,1.664410952,25.81542898,0.342482134,-5.230509846,0,9.753244869,21.90431241,9.752914095,6.953738757
0,0.767660665,4.952467099,11.05764664,21.19941449,15,2.593273603,70.60964566,7.869373623,-87.21691941
1,-18.76525679,15.86732334,2.091615284,75.65597868,0,7.862310879,50.13458929,8.873484696,34.98821128
0,-5.812917551,0.186556382,8.85942889,10.2310226,4,5.173037902,157.5106992,8.03389167,6.562803379
1,-16.95433984,3.907183422,1.695394888,-38.77280251,0,13.35960554,16.09670675,1.133974229,-107.8871631
1,-2.016064136,0.128866306,2.136599259,-30.35332218,0,0.91310222,154.0181859,10.39657617,16.65009162
0,-1.646590821,1.46629869,5.700072792,-168.3078607,0,4.533403301,0.697348599,5.531777312,-73.25609789
1,-0.280533135,-0.276826236,7.3486857,-134.2013666,0,1.930311792,89.00887232,6.85299073,103.7040744
1,-0.700227259,1.879584024,10.99462783,-76.4531915,3,6.934378011,142.4475252,1.570581394,41.67115093
0,-5.928342212,26.11279732,3.108817432,36.24012842,4,6.5069432,-16.45470054,4.283625884,-30.04901484
0,0.630464886,7.543247531,11.36959213,-65.22507523,7,1.948775595,-55.69758439,12,64.30073128
0,-2.640462373,3.668198439,12,3.065283639,2,1.169673937,-167.7420873,4.65778426,25.47461171
0,-5.104976777,-0.846588438,6.0549678,24.46108818,4,1.739728082,14.13824368,1.92834411,-115.0761821
1,-15.12018187,20.82280167,3.137553608,3.2468067,0,7.054015563,25.40582937,12,-22.69367196
0,-2.221184177,4.367975799,10.90628161,-27.24695794,13,2.439889106,-64.88423212,9.615983033,71.8822268
0,2.201556119,14.36492448,2.246976925,141.2250317,6,4.880111179,-2.872020745,8.859746347,-148.7021591
0,10.2017092,2.810198834,4.59918528,164.5589667,0,4.095984522,11.56961434,3.16637252,25.62380445
0,21.9378031,2.299797667,4.133828225,-69.94012847,0,2.403128541,36.74163432,12,20.71849903
0,16.52798241,45.85417013,11.49258019,-20.69046128,0,11.48518873,-43.16998038,12,72.68988473
1,15.95716874,21.14305376,1.907856077,-10.99975033,0,8.280638349,19.25137428,0.845551607,164.7613851
0,22.25088535,9.04054778,0.912062153,34.79284691,0,3.617040305,-1.216384032,7.465263826,5.565692834
0,21.00319511,-0.322991658,0,3.452561016,0,7.300526316,12.62959964,3.209083461,-0.05264712
0,22.91020703,0.006983659,1.330182759,53.91596961,0,10.15941003,-33.10267275,12,-14.18479254
1,-2.24484254,0.526172632,12,-58.03324104,2,3.565076826,-91.76255357,7.649595587,-2.63224491
1,-2.853580809,1.371390486,12,22.30541907,0,2.836698025,98.91594587,3.588883083,-62.60466811
1,0.907438714,3.504468199,9.287318457,-13.34351079,2,2.404662288,-104.2813899,3.765804551,-27.89549693
0,-7.570823485,15.80645276,5.257621993,133.0188196,5,2.440086454,41.83251368,6.558294061,-53.25919959
1,22.97544238,5.89177351,0.980603252,-7.616761372,0,5.233650713,-17.24227367,12,26.15249555
1,1.932405725,0.891978634,6.983564162,-137.757973,8,0,-5.864436722,5.842392395,77.34663015
1,0.303950249,2.350835332,12,136.0833429,2,2.326257165,26.99525832,7.405498786,134.0607103
0,-1.334337755,1.576833761,3.866988714,100.4937975,0,0.229630197,88.15072243,3.289504146,-9.325887392
1,-2.361265181,1.092175226,9.250280106,-25.8437829,1,3.83265764,114.9104597,11.43904833,-85.58300453
0,-5.010149196,1.791935066,9.889654698,-7.898121669,3,2.252696055,-131.5155035,11.43973049,51.47988309
0,1.32307206,3.485162412,3.531988763,-44.77366707,4,1.806037106,-111.4455821,3.541733079,-29.14448326
0,-8.601598367,14.63543716,2.664252525,58.90651976,0,4.451394645,51.10481972,6.493200123,-19.29883078
0,13.98890512,11.95034163,3.673293358,-45.1396178,12,5.121478229,-20.76205193,6.256398262,3.335652639
0,-0.3870618,3.202275585,5.342121731,14.53575743,3,0.323473089,-79.79388771,8.799811722,136.0507436
0,-21.27614252,16.2725657,0,102.6108867,9,4.775512556,14.05852138,2.40674159,-1.021599517
0,4.259098042,1.240604468,1.301392411,-41.26493035,8,2.982684688,-139.2295212,1.884854011,-21.97842241
0,0.421979526,1.349895732,7.613365927,-26.71875888,0,2.612556418,-135.8980029,4.609049843,124.4597242
0,-22.15263937,2.458014013,2.524775845,0.203206039,0,10.36008593,32.16024477,8.620091455,-27.52736184
1,-3.374534841,4.630523792,10.59409304,-12.35987661,0,4.526704208,96.8947426,12,-40.76878688
0,-10.70301212,9.618205075,3.214356285,141.8414894,3,2.261135708,46.56585645,5.560354992,17.18514271
0,-10.53559633,23.70802256,3.385871339,13.05492415,0,5.988297542,6.667299403,4.311872342,13.2736154
1,3.375690438,3.131423127,10.63170454,-48.06797456,2,6.335644273,-130.1908072,12,21.46938282
0,-0.837807325,25.26986334,0.311054572,-46.27437959,0,13.93656824,-1.029752073,4.51055967,65.19228735
1,-6.067954832,25.14786156,0.688734099,60.00153545,9,3.993268171,53.04321336,6.549612083,-23.84357097
0,20.37819839,21.78815566,3.046648329,57.68742697,0,8.350392139,-16.97894636,10.85500933,-22.15915464
0,2.775146087,28.03513968,5.14570275,79.60660175,12,7.442415807,7.569464762,12,-52.48447632
1,-1.693242982,3.230164981,5.256540885,12.89919191,0,2.374625609,109.7210115,4.084577802,97.58012974
0,-5.927239147,0.459030765,7.682705725,-61.50103155,2,1.771006409,-3.112090877,11.42829484,98.51406667
1,-20.95668627,13.09231456,1.936011669,48.07199638,0,9.796913385,-18.1523134,12,26.13093613
0,-2.781686855,8.758901482,10.88322667,-26.80166468,8,2.949305348,72.96148897,12,-138.6763184
1,-1.673285041,6.688388824,8.282105565,110.6140539,2,3.134548365,121.5009311,8.419733415,-57.70191641
0,17.34866696,34.23059036,8.167548797,-48.7473414,1,7.435986082,-162.0780702,3.367832519,3.884957588
0,0.406335389,3.512907065,6.667957972,-0.598115201,0,3.174031634,123.3862647,6.538031611,-90.04987184
0,12.53587183,21.46293371,3.761831119,-43.26684815,7,2.824944525,-48.1137181,12,87.53186788
0,-3.040250446,9.347300272,9.595539102,15.18765626,3,3.17225141,37.48108,9.007170623,-107.1548972
0,18.56793805,-1.172844799,3.261184407,109.0152375,1,5.700663302,14.14107775,6.949711527,-20.0281084
0,-5.838336689,-0.579332043,2.276665731,-163.1815731,2,1.774387051,114.8656494,2.153728859,100.4877842
1,21.56112277,17.52407231,3.139190918,76.59223414,3,3.648245921,-11.02811375,3.425107438,-89.47987425
0,3.311153526,5.467092082,7.438246664,-43.07631425,2,1.839207485,-11.09149375,2.905336523,111.8295431
1,4.75954102,26.12643998,2.290688436,16.97878552,4,2.678851104,154.8975229,12,-32.67398855
0,1.23922974,-0.337259945,5.34024372,-160.4085394,1,3.15876323,53.39213717,2.848906873,82.03011294
0,1.312023899,17.60651368,2.484411256,26.43236307,0,4.478951928,-0.381674403,11.84308783,-33.85576645
0,-1.670169896,2.335693162,5.50059748,-53.72722747,0,0.817049222,-47.78059364,4.315658861,131.0917426
1,-10.0274266,8.103461502,1.679887304,51.34197075,2,3.274839715,4.770005523,4.318721646,15.32994809
0,21.77141093,10.3151387,2.63677011,-61.79394904,0,8.48333674,-13.58902913,7.48107371,21.56158174
0,-18.65011025,51.82307652,12,27.56445662,0,7.354766713,14.25158789,2.939710243,-52.88876959
0,-2.938741708,7.172485524,8.592112432,-47.11367857,6,3.146557864,16.35257187,10.03460334,140.6975591
0,5.47052161,25.71852676,0.610828066,-5.429662877,8,5.465574418,16.34430517,8.986367878,12.37990249
1,-0.136424315,0.921514243,7.922145488,-77.69209713,4,1.898424691,-66.65555987,5.183802376,100.1186412
0,-11.87224162,29.68203837,7.432801936,23.60177013,4,2.901472528,65.36896197,8.623552723,-60.06868968
1,14.92304997,6.93118571,0.676475365,83.33003722,0,3.659739514,2.317324201,6.3100941,-4.103638805
1,-1.262160715,1.45309539,6.054132493,9.636713177,0,0.637608542,-31.92210165,6.722102619,167.6037998
0,-1.013677055,2.820750882,3.641127225,-58.30969986,0,1.597840829,-149.7905683,3.329267797,125.3782745
1,3.424982266,4.073144353,8.880041216,72.83080048,2,0.750750865,86.08560676,6.635072949,-66.49880749
0,20.81145238,14.14521086,3.245150995,8.922563285,2,4.65478058,12.69121441,4.305684649,-32.46368224
0,1.072759315,5.203476252,6.860096492,-17.86246955,0,2.144707102,-39.74632614,3.081345815,124.7301899
1,-3.713792183,1.838011747,11.93654429,66.26080742,11,3.717287055,169.3497922,5.390694491,-16.29009824
0,-10.67403696,36.0906068,12,14.73370017,4,3.254004362,67.25766835,12,-86.04594734
0,0.508801464,21.166731,2.291055053,13.62629602,12,2.212843559,93.14529764,5.331072264,-53.78259723
1,-23.28865536,23.66292123,3.840871049,38.17852554,5,3.752544489,11.87694457,8.432099689,-86.98792513
0,23.01274334,12.61160345,2.165820216,123.4189607,0,3.75720162,46.45231892,12,-53.45916153
0,-7.229328361,3.962800204,4.228696641,-28.78283012,3,5.041365845,2.977152006,0.852167943,-25.35943864
1,0.770282328,1.798771667,12,-23.67054768,1,4.60978316,-179.5559721,12,20.58271536
0,-4.501215798,7.852141698,10.0815507,-122.1588232,2,2.711365881,39.46018368,4.118688971,-150.4414354
1,-6.369999448,3.909723339,0.342911129,-114.0901493,0,0,25.594619,4.860975513,35.01633071
1,-18.1217551,1.997944297,2.346281724,-74.16813396,4,4.134280194,-0.634114216,6.377001944,24.70304882
0,-23.40954419,0.876340466,0.777647382,-131.1766099,0,7.740540962,58.04291535,11.26750509,-25.4152562
1,-3.619554733,3.009080354,12,-54.22979779,19,1.814651781,109.6137145,2.426590587,7.244798644
0,2.967799685,24.58273741,12,-9.795898013,3,3.633933511,166.4146839,3.181192669,-12.38532537
0,-16.59427562,23.71030952,2.915164823,-79.09941751,2,4.20614311,-8.134275194,7.629906227,81.23127628
0,-23.29541753,-0.370834016,1.596212463,180,0,2.315976426,20.3690727,1.570675446,-52.52673772
1,2.234505189,3.150317487,1.907087939,67.10317383,0,2.439850404,8.334105761,0.114524026,-79.40510232
0,-13.94519957,11.0762703,2.026425931,113.4692782,2,3.135692844,24.08813296,3.345688747,15.99794483
1,-10.22029314,23.57002238,1.874762376,166.7672531,0,4.522987595,97.53122811,2.398844479,21.41315335
0,18.19008862,4.430055918,1.042097242,-109.6402724,0,3.610192898,-30.12495549,11.09667574,-40.96096611
0,11.981011,23.53553893,2.95324843,92.6986513,0,11.20346653,-29.01308569,12,26.37987981
0,14.95563488,4.07484783,2.88310964,21.64163176,0,2.967825785,90.54498458,10.78631766,-40.62704873
1,0.655896388,25.69061756,0,-110.2785014,0,4.590321773,7.921085779,12,29.14238434
0,22.16293766,0.89722262,1.541167877,18.57497874,0,7.441831671,4.437026459,8.315910331,-1.958172667
0,-17.00441728,29.86972662,12,30.04513791,3,3.40112194,-31.20306473,6.734118795,-160.3573438
0,2.761732655,3.196274073,8.370226585,-35.17373407,5,1.149871303,65.61983509,5.0618016,-118.0184606
0,5.297015794,23.76021653,2.614028577,46.29503552,0,4.384609229,-22.91474791,9.582685403,-37.8361064
0,-17.02946652,17.43036032,0,-42.2469976,9,4.742679435,-10.83333116,0.866818801,60.9938839
0,-0.376330171,31.2609584,0,-14.47204821,0,5.678995105,7.976662807,2.347612395,90.07288903
1,-0.95895211,28.25199431,7.124671267,5.549081417,1,3.704415498,143.9777069,0,41.98457879
0,-17.14681014,19.25226788,12,35.61188081,5,4.220803736,41.56378843,12,-70.97498158
0,-4.154180775,2.137045219,5.439682854,-77.18423508,1,1.063636682,-24.25883351,3.731133225,29.83227969
0,22.91731309,0.484038115,1.767302978,41.67835462,1,12.93037051,-65.0531126,7.907952952,17.50389754
1,-2.683387319,0.882015355,3.486589124,-12.24688782,1,2.728281567,-102.3909299,1.534146265,97.76885647
1,-13.45035498,21.41283118,0.050103048,-18.48999985,0,12.823562,1.927181695,9.678176509,-19.1762957
1,3.988800724,19.28293349,1.852751163,107.3820206,7,5.784148529,4.185226022,4.279030241,-69.04501111
1,-12.78940958,11.86059991,1.594955912,151.5578794,0,7.447163384,-9.046619441,2.51998609,9.585450892
1,2.765970314,0.991238335,5.305548414,-15.57234273,0,5.768666099,14.12417794,2.680471912,167.9590356
0,4.980565733,17.28036482,1.971130673,-18.74856469,7,0.64251932,167.0169568,7.272637749,-67.07966474
0,14.08241328,20.09337844,2.659744179,-19.52647603,15,4.568667474,-6.022303998,4.541732735,-7.402013068
1,1.35332573,4.116718346,12,7.817636965,11,1.080614763,-173.8578528,9.520388145,55.37526861
0,6.035304751,0.885281732,12,-19.7904741,9,2.416752058,-100.5413186,12,40.21620105
0,2.841236765,3.805819888,8.879662604,96.49552086,0,4.075084201,64.45068352,0.510795468,-65.92396109
0,-19.33126643,49.3336464,9.949504995,-1.835816485,0,2.910047966,45.49641494,5.380948355,79.65734861
0,-2.378784716,24.35906746,1.735676715,65.07013151,24,5.979669907,17.4851971,5.136304344,-40.83441254
0,-0.560413277,1.725518517,5.877503765,17.95034751,0,1.966346172,164.7902752,4.99546002,7.462835436
0,-0.646881103,7.302587568,5.343681723,-115.8005893,1,0.65961788,25.58789194,3.953160533,72.86126765
1,4.182805696,6.978193862,5.329638657,-101.7175487,2,6.490426032,-8.980891378,9.876262641,136.5836736
0,7.625349654,23.51616296,3.655005236,33.03088605,0,3.618574366,22.22686523,12,18.04576452
0,3.522348043,4.016950325,5.451373168,18.65286685,17,0.465278278,-11.49157898,6.55032596,-115.9677179
0,1.131549305,17.2341571,3.256711373,151.9948807,0,5.533619943,30.59330776,9.388354641,-16.56650594
0,0.09446289,1.445333881,1.243415181,-126.0490973,0,3.397376226,-114.1360418,3.72098786,180
1,-1.538538804,4.079714621,8.501459001,-135.3862201,0,8.127680002,-26.208197,12,-170.2916239
1,-0.804692913,-0.027496391,6.502736671,-90.69818696,2,1.562071213,-83.50417516,8.595885069,56.78299091
0,-0.814898921,-1.059437001,2.356639009,-147.3902666,4,1.933797309,32.89021,2.599809709,-107.5276639
0,4.20131697,-0.269766648,9.40449084,9.769912097,2,2.095533975,45.4896916,2.481079205,56.40434749
0,0.971662155,-0.490631737,1.737636255,-130.504708,0,0,-104.3195219,3.282436467,-92.85085775
0,5.806194472,56.53362815,12,169.7059846,0,2.526676537,-55.26410399,9.043135147,-31.88157202
0,-21.25322468,0.200972713,0,81.85497899,1,5.704136054,18.70680015,10.70938143,19.87558357
1,-5.479282206,13.4644957,12,10.22054846,2,1.750571096,135.3925222,12,-20.76347208
0,6.590614558,5.413744448,7.265825102,-90.36531545,4,2.50501659,-12.25295166,11.39466131,85.21468636
1,-1.686252565,1.467607803,3.338805968,15.05798777,0,7.509334667,50.89842613,11.32390688,-28.40800764
1,-20.16930461,14.47173824,3.132279891,-62.25668268,0,5.446120041,-32.87447234,12,45.73482714
1,11.32989113,20.42607693,1.27963952,-5.882734034,0,3.957530209,25.91776172,7.575535937,-28.3410374
1,16.31320776,-1.28607902,1.796542951,27.54789321,1,4.042722631,10.28941224,9.490660868,30.85995614
0,-2.947174177,80.85162614,4.14003964,-7.827724458,0,4.849079377,157.7770216,2.572665792,146.3878049
1,22.03632434,-1.280747412,3.471054083,9.179570156,0,14.49474897,1.660789826,6.193938195,-21.61866404
1,-4.173644807,24.13215244,3.166053181,-1.099137536,0,8.294570182,-126.6192222,4.282861288,11.69784728
